city,country,province,Continent
Beni,Congo (Kinshasa),Nord-Kivu,Africa
Lisala,Congo (Kinshasa),Équateur,Africa
Gemena,Congo (Kinshasa),Équateur,Africa
Buta,Congo (Kinshasa),Orientale,Africa
Watsa,Congo (Kinshasa),Orientale,Africa
Isiro,Congo (Kinshasa),Orientale,Africa
Bondo,Congo (Kinshasa),Orientale,Africa
Inongo,Congo (Kinshasa),Bandundu,Africa
Tshikapa,Congo (Kinshasa),Kasaï-Occidental,Africa
Boma,Congo (Kinshasa),Bas-Congo,Africa
Bukavu,Congo (Kinshasa),Sud-Kivu,Africa
Uvira,Congo (Kinshasa),Sud-Kivu,Africa
Kindu,Congo (Kinshasa),Maniema,Africa
Mwene-Ditu,Congo (Kinshasa),Kasaï-Oriental,Africa
Likasi,Congo (Kinshasa),Katanga,Africa
Manono,Congo (Kinshasa),Katanga,Africa
Kamina,Congo (Kinshasa),Katanga,Africa
Mbandaka,Congo (Kinshasa),Équateur,Africa
Kisangani,Congo (Kinshasa),Orientale,Africa
Bandundu,Congo (Kinshasa),Bandundu,Africa
Kananga,Congo (Kinshasa),Kasaï-Occidental,Africa
Kasongo,Congo (Kinshasa),Maniema,Africa
Mbuji-Mayi,Congo (Kinshasa),Kasaï-Oriental,Africa
Kalemie,Congo (Kinshasa),Katanga,Africa
Butembo,Congo (Kinshasa),Nord-Kivu,Africa
Goma,Congo (Kinshasa),Nord-Kivu,Africa
Bumba,Congo (Kinshasa),Équateur,Africa
Kikwit,Congo (Kinshasa),Bandundu,Africa
Matadi,Congo (Kinshasa),Bas-Congo,Africa
Kolwezi,Congo (Kinshasa),Katanga,Africa
Lubumbashi,Congo (Kinshasa),Katanga,Africa
Kinshasa,Congo (Kinshasa),Kinshasa City,Africa
Rarotonga,Cook Islands,,
Heredia,Costa Rica,Heredia,South America
Cartago,Costa Rica,Cartago,South America
Golfito,Costa Rica,Puntarenas,South America
Alajuela,Costa Rica,Alajuela,South America
Canas,Costa Rica,Guanacaste,South America
Sixaola,Costa Rica,Limón,South America
Puntarenas,Costa Rica,Puntarenas,South America
Ciudad Cortes,Costa Rica,Puntarenas,South America
Quesada,Costa Rica,Alajuela,South America
Liberia,Costa Rica,Guanacaste,South America
La Cruz,Costa Rica,Guanacaste,South America
Puerto Limon,Costa Rica,Limón,South America
San Jose,Costa Rica,San José,South America
Sibenik,Croatia,Šibensko-Kninska,Europe
Karlovac,Croatia,Karlovacka,Europe
Rijeka,Croatia,Primorsko-Goranska,Europe
Slavonski Brod,Croatia,Brodsko-Posavska,Europe
Dubrovnik,Croatia,Dubrovacko-Neretvanska,Europe
Split,Croatia,Splitsko-Dalmatinska,Europe
Zadar,Croatia,Zadarska,Europe
Pula,Croatia,Istarska,Europe
Osijek,Croatia,Osjecko-Baranjska,Europe
Zagreb,Croatia,Grad Zagreb,Europe
Ciego de Avila,Cuba,Ciego de Ávila,South America
Palma Soriano,Cuba,Santiago de Cuba,South America
San Antonio de los Banos,Cuba,La Habana,South America
Guines,Cuba,La Habana,South America
Caibarien,Cuba,Villa Clara,South America
Placetas,Cuba,Villa Clara,South America
Cienfuegos,Cuba,Cienfuegos,South America
Nueva Gerona,Cuba,Isla de la Juventud,South America
Sancti Spiritus,Cuba,Sancti Spíritus,South America
Moron,Cuba,Ciego de Ávila,South America
Nuevitas,Cuba,Camagüey,South America
Manzanillo,Cuba,Granma,South America
Bayamo,Cuba,Granma,South America
Banes,Cuba,Holguín,South America
Las Tunas,Cuba,Las Tunas,South America
Artemisa,Cuba,La Habana,South America
Matanzas,Cuba,Matanzas,South America
Colon,Cuba,Matanzas,South America
Sagua la Grande,Cuba,Villa Clara,South America
Pinar del Rio,Cuba,Pinar del Río,South America
Camaguey,Cuba,Camagüey,South America
Guantanamo,Cuba,Guantánamo,South America
Holguin,Cuba,Holguín,South America
Santa Clara,Cuba,Villa Clara,South America
Santiago de Cuba,Cuba,Santiago de Cuba,South America
Havana,Cuba,Ciudad de la Habana,South America
Willemstad,Curacao,,
Larnaka,Cyprus,Larnaca,Europe
Paphos,Cyprus,Paphos,Europe
Lemosos,Cyprus,Limassol,Europe
Nicosia,Cyprus,,Europe
Usti Nad Labem,Czech Republic,Liberecký,Europe
Hradec Kralove,Czech Republic,Královéhradecký,Europe
Ceske Budejovice,Czech Republic,Jihoceský,Europe
Liberec,Czech Republic,Liberecký,Europe
Olomouc,Czech Republic,Moravskoslezský,Europe
Pizen,Czech Republic,Karlovarský,Europe
Jihlava,Czech Republic,Kraj Vysocina,Europe
Zlin,Czech Republic,Kraj Vysocina,Europe
Brno,Czech Republic,Kraj Vysocina,Europe
Pardubice,Czech Republic,Královéhradecký,Europe
Ostrava,Czech Republic,Moravskoslezský,Europe
Prague,Czech Republic,Prague,Europe
Vejle,Denmark,Syddanmark,Europe
Hillerod,Denmark,Hovedstaden,Europe
Soro,Denmark,Sjaælland,Europe
Viborg,Denmark,Midtjylland,Europe
Roskilde,Denmark,Sjaælland,Europe
Svendborg,Denmark,Syddanmark,Europe
Odense,Denmark,Syddanmark,Europe
Esbjerg,Denmark,Syddanmark,Europe
Frederikshavn,Denmark,Nordjylland,Europe
Aalborg,Denmark,Nordjylland,Europe
Århus,Denmark,Midtjylland,Europe
København,Denmark,Hovedstaden,Europe
Dikhil,Djibouti,Dikhil,Africa
Tadjoura,Djibouti,Tadjourah,Africa
Ali Sabih,Djibouti,Ali Sabieh,Africa
Obock,Djibouti,Obock,Africa
Djibouti,Djibouti,Djibouti,Africa
Roseau,Dominica,Saint George,Africa
Sabaneta,Dominican Republic,Santiago Rodríguez,South America
Mao,Dominican Republic,Valverde,South America
Cotui,Dominican Republic,Sánchez Ramírez,South America
Puerto Plata,Dominican Republic,Puerto Plata,South America
Dajabon,Dominican Republic,Dajabón,South America
Moca,Dominican Republic,Espaillat,South America
Salcedo,Dominican Republic,Hermanas,South America
Jimani,Dominican Republic,Independencia,South America
Comendador,Dominican Republic,Elias Pina,South America
Pedernales,Dominican Republic,Pedernales,South America
Azua,Dominican Republic,Azua,South America
Bonao,Dominican Republic,Monseñor Nouel,South America
Bani,Dominican Republic,Peravia,South America
Hato Mayor,Dominican Republic,Hato Mayor,South America
Monte Plata,Dominican Republic,Monte Plata,South America
Nagua,Dominican Republic,María Trinidad Sánchez,South America
Samana,Dominican Republic,Samaná,South America
San Cristobal,Dominican Republic,San Cristóbal,South America
El Seibo,Dominican Republic,El Seybo,South America
Higuey,Dominican Republic,La Altagracia,South America
Neiba,Dominican Republic,Bahoruco,South America
La Vega,Dominican Republic,La Vega,South America
San Francisco de Macoris,Dominican Republic,Duarte,South America
San Pedro de Macoris,Dominican Republic,San Pedro de Macorís,South America
Monte Cristi,Dominican Republic,Monte Cristi,South America
Barahona,Dominican Republic,Barahona,South America
Bavaro,Dominican Republic,La Altagracia,South America
La Romana,Dominican Republic,La Romana,South America
San Juan,Dominican Republic,San Juan,South America
Santiago,Dominican Republic,Santiago,South America
Santo Domingo,Dominican Republic,Distrito Nacional,South America
Dili,East Timor,Dili,
Puyo,Ecuador,Pastaza,South America
Tulcan,Ecuador,Carchi,South America
Pinas,Ecuador,El Oro,South America
Puerto Villamil,Ecuador,Galápagos,South America
Puerto Baquerizo Moreno,Ecuador,Galápagos,South America
Guaranda,Ecuador,Bolivar,South America
Azogues,Ecuador,Cañar,South America
Salinas,Ecuador,Guayas,South America
Alausi,Ecuador,Chimborazo,South America
Sangolqui,Ecuador,Pichincha,South America
Muisne,Ecuador,Esmeraldas,South America
San Gabriel,Ecuador,Carchi,South America
Macara,Ecuador,Loja,South America
Zamora,Ecuador,Zamora Chinchipe,South America
Latacunga,Ecuador,Cotopaxi,South America
Milagro,Ecuador,Guayas,South America
Babahoyo,Ecuador,Los Rios,South America
Chone,Ecuador,Manabi,South America
Jipijapa,Ecuador,Manabi,South America
Yaupi,Ecuador,Morona Santiago,South America
Macas,Ecuador,Morona Santiago,South America
Cayambe,Ecuador,Pichincha,South America
Ambato,Ecuador,Napo,South America
Tena,Ecuador,Tungurahua,South America
Valdez,Ecuador,Esmeraldas,South America
San Lorenzo,Ecuador,Esmeraldas,South America
Esmeraldas,Ecuador,Esmeraldas,South America
Ibarra,Ecuador,Imbabura,South America
Portoviejo,Ecuador,Manabi,South America
Machala,Ecuador,El Oro,South America
Loja,Ecuador,Loja,South America
Manta,Ecuador,Manabi,South America
Riobamba,Ecuador,Chimborazo,South America
Cuenca,Ecuador,Azuay,South America
Santa Cruz,Ecuador,Galápagos,South America
Quito,Ecuador,Pichincha,South America
Guayaquil,Ecuador,Guayas,South America
Shibin el Kom,Egypt,Al Minufiyah,Africa
Benha,Egypt,Al Qalyubiyah,Africa
Zagazig,Egypt,Ash Sharqiyah,Africa
Kafr el Sheikh,Egypt,Kafr ash Shaykh,Africa
Tanta,Egypt,Al Gharbiyah,Africa
Ismailia,Egypt,Al Isma`iliyah,Africa
El Mansura,Egypt,Ad Daqahliyah,Africa
Dumyat,Egypt,Dumyat,Africa
Matruh,Egypt,Matruh,Africa
El Alamein,Egypt,Matruh,Africa
El Daba,Egypt,Matruh,Africa
Salum,Egypt,Matruh,Africa
Damanhûr,Egypt,Al Buhayrah,Africa
Samalut,Egypt,Al Minya,Africa
Mallawi,Egypt,Al Minya,Africa
Beni Mazar,Egypt,Al Minya,Africa
Beni Suef,Egypt,Bani Suwayf,Africa
Rashid,Egypt,Kafr ash Shaykh,Africa
Qasr Farafra,Egypt,Al Wadi at Jadid,Africa
El Qasr,Egypt,Al Wadi at Jadid,Africa
Isna,Egypt,Qina,Africa
Qena,Egypt,Qina,Africa
Girga,Egypt,Suhaj,Africa
Sohag,Egypt,Suhaj,Africa
Berenice,Egypt,Al Bahr al Ahmar,Africa
Bur Safaga,Egypt,Al Bahr al Ahmar,Africa
El Tur,Egypt,Janub Sina',Africa
El Arish,Egypt,Shamal Sina',Africa
El Giza,Egypt,Al Jizah,Africa
Siwa,Egypt,Matruh,Africa
El Minya,Egypt,Al Minya,Africa
Kom Ombo,Egypt,Aswan,Africa
El Kharga,Egypt,Al Wadi at Jadid,Africa
Hurghada,Egypt,Al Bahr al Ahmar,Africa
Suez,Egypt,As Suways,Africa
Bur Said,Egypt,Bur Sa`id,Africa
El Faiyum,Egypt,Al Fayyum,Africa
Aswan,Egypt,Aswan,Africa
Asyut,Egypt,Asyut,Africa
Luxor,Egypt,Qina,Africa
Alexandria,Egypt,Al Iskandariyah,Africa
Cairo,Egypt,Al Qahirah,Africa
Ahuachapan,El Salvador,Ahuachapán,South America
Cojutepeque,El Salvador,Cuscatlán,South America
Nueva San Salvador,El Salvador,La Libertad,South America
Zacatecoluca,El Salvador,La Paz,South America
La Union,El Salvador,La Unión,South America
San Francisco Gotera,El Salvador,Morazán,South America
San Vicente,El Salvador,San Vicente,South America
Usulutan,El Salvador,Usulután,South America
Chalatenango,El Salvador,Chalatenango,South America
Sensuntepeque,El Salvador,Cabañas,South America
Sonsonate,El Salvador,Sonsonate,South America
San Miguel,El Salvador,San Miguel,South America
Santa Ana,El Salvador,Santa Ana,South America
San Salvador,El Salvador,San Salvador,South America
Evinayong,Equatorial Guinea,Centro Sur,Africa
Luba,Equatorial Guinea,Bioko Sur,Africa
Calatrava,Equatorial Guinea,Litoral,Africa
Mongomo,Equatorial Guinea,Wele-Nzás,Africa
Bata,Equatorial Guinea,Litoral,Africa
Malabo,Equatorial Guinea,Bioko Norte,Africa
Tessenei,Eritrea,Gash Barka,Africa
Agordat,Eritrea,Gash Barka,Africa
Massawa,Eritrea,Debub,Africa
Keren,Eritrea,Semenawi Keyih Bahri,Africa
Mendefera,Eritrea,Maekel,Africa
Assab,Eritrea,Debubawi Keyih Bahri,Africa
Asmara,Eritrea,Anseba,Africa
Haapsalu,Estonia,Lääne,Europe
Viljandi,Estonia,Viljandi,Europe
Kohtla-Jarve,Estonia,Ida-Viru,Europe
Narva,Estonia,Ida-Viru,Europe
Tartu,Estonia,Tartu,Europe
Parnu,Estonia,Pärnu,Europe
Tallinn,Estonia,Harju,Europe
Awasa,Ethiopia,Southern Nations Nationalities and Peoples,Africa
Gore,Ethiopia,Addis Ababa,Africa
Debre Birhan,Ethiopia,Amhara,Africa
Bati,Ethiopia,Amhara,Africa
Adigrat,Ethiopia,Tigray,Africa
Aksum,Ethiopia,Tigray,Africa
Yirga Alem,Ethiopia,Southern Nations Nationalities and Peoples,Africa
Hosaina,Ethiopia,Southern Nations Nationalities and Peoples,Africa
Dila,Ethiopia,Southern Nations Nationalities and Peoples,Africa
Giyon,Ethiopia,Addis Ababa,Africa
Hagere Hiywet,Ethiopia,Addis Ababa,Africa
Nekemte,Ethiopia,Addis Ababa,Africa
Asela,Ethiopia,Addis Ababa,Africa
Shashemene,Ethiopia,Addis Ababa,Africa
Dembi Dolo,Ethiopia,Addis Ababa,Africa
Gimbi,Ethiopia,Addis Ababa,Africa
Asosa,Ethiopia,Benshangul-Gumaz,Africa
Jijiga,Ethiopia,Somali,Africa
Debre Markos,Ethiopia,Amhara,Africa
Dese,Ethiopia,Amhara,Africa
Sodo,Ethiopia,Southern Nations Nationalities and Peoples,Africa
Arba Minch,Ethiopia,Southern Nations Nationalities and Peoples,Africa
Harar,Ethiopia,Harari,Africa
Goba,Ethiopia,Addis Ababa,Africa
Jima,Ethiopia,Addis Ababa,Africa
Nazret,Ethiopia,Addis Ababa,Africa
Nagele,Ethiopia,Addis Ababa,Africa
Gode,Ethiopia,Somali,Africa
Dolo Bay,Ethiopia,Somali,Africa
Bahir Dar,Ethiopia,Amhara,Africa
Mekele,Ethiopia,Tigray,Africa
Dire Dawa,Ethiopia,Dire Dawa,Africa
Gonder,Ethiopia,Amhara,Africa
Addis Ababa,Ethiopia,Addis Ababa,Africa
Fox Bay,Falkland Islands,,South America
Stanley,Falkland Islands,,South America
Klaksvik,Faroe Islands,Eysturoyar,Europe
Tórshavn,Faroe Islands,Eysturoyar,Europe
Palikir,Federated States of Micronesia,,Australia
Nandi,Fiji,Western,Australia
Lautoka,Fiji,Western,Australia
Labasa,Fiji,Western,Australia
Suva,Fiji,Central,Australia
Hameenlinna,Finland,Tavastia Proper,Europe
Kouvola,Finland,Southern Finland,Europe
Mikkeli,Finland,Southern Savonia,Europe
Savonlinna,Finland,Southern Savonia,Europe
Pori,Finland,Satakunta,Europe
Sodankylä,Finland,Lapland,Europe
Jyväskylä,Finland,Central Finland,Europe
Kuopio,Finland,Eastern Finland,Europe
Lappeenranta,Finland,South Karelia,Europe
Porvoo,Finland,Eastern Uusimaa,Europe
Kemijarvi,Finland,Lapland,Europe
Kokkola,Finland,Western Finland,Europe
Lahti,Finland,Päijänne Tavastia,Europe
Joensuu,Finland,North Karelia,Europe
Turku,Finland,Finland Proper,Europe
Kemi,Finland,Lapland,Europe
Oulu,Finland,Northern Ostrobothnia,Europe
Rovaniemi,Finland,Lapland,Europe
Vaasa,Finland,Western Finland,Europe
Tampere,Finland,Pirkanmaa,Europe
Helsinki,Finland,Southern Finland,Europe
Annecy,France,Rhône-Alpes,Europe
Roanne,France,Rhône-Alpes,Europe
Roura,France,Guinaa,Europe
Sinnamary,France,Guinaa,Europe
St.-Brieuc,France,Bretagne,Europe
Poitier,France,Poitou-Charentes,Europe
Angers,France,Pays de la Loire,Europe
Biarritz,France,Aquitaine,Europe
Aix-en-Provence,France,Provence-Alpes-Côte-d'Azur,Europe
Perpignan,France,Languedoc-Roussillon,Europe
Tarbes,France,Midi-Pyrénées,Europe
Clermont-Ferrand,France,Auvergne,Europe
Melun,France,Île-de-France,Europe
Arras,France,Nord-Pas-de-Calais,Europe
Besancon,France,Franche-Comté,Europe
Saint-Georges,France,Amapá,Europe
Saint-Etienne,France,Rhône-Alpes,Europe
Grenoble,France,Rhône-Alpes,Europe
Fort-de-France,France,Martinique,Europe
Saint-Laurent-du-Maroni,France,Guinaa,Europe
Iracoubo,France,Guinaa,Europe
Cherbourg,France,Basse-Normandie,Europe
Caen,France,Basse-Normandie,Europe
Lorient,France,Bretagne,Europe
Brest,France,Bretagne,Europe
Le Mans,France,Pays de la Loire,Europe
Nantes,France,Pays de la Loire,Europe
Agen,France,Aquitaine,Europe
Ajaccio,France,Corse,Europe
Bastia,France,Corse,Europe
Toulon,France,Provence-Alpes-Côte-d'Azur,Europe
Beziers,France,Languedoc-Roussillon,Europe
Montpellier,France,Languedoc-Roussillon,Europe
Nimes,France,Languedoc-Roussillon,Europe
Vichy,France,Auvergne,Europe
Nevers,France,Bourgogne,Europe
Auxerre,France,Bourgogne,Europe
Dijon,France,Bourgogne,Europe
Bourges,France,Centre,Europe
Tours,France,Centre,Europe
Orleans,France,Centre,Europe
Dieppe,France,Haute-Normandie,Europe
Rouen,France,Haute-Normandie,Europe
Versailles,France,Île-de-France,Europe
Brive,France,Limousin,Europe
Troyes,France,Champagne-Ardenne,Europe
Reims,France,Champagne-Ardenne,Europe
Calais,France,Nord-Pas-de-Calais,Europe
Amiens,France,Picardie,Europe
Mulhouse,France,Alsace,Europe
Nancy,France,Lorraine,Europe
Metz,France,Lorraine,Europe
Pointe-a-Pitre,France,Guadeloupe,Europe
Basse-terre,France,Guadeloupe,Europe
St.-Benoit,France,La Réunion,Europe
Dzaoudzi,France,Moyotte,Europe
Rennes,France,Bretagne,Europe
Nice,France,Provence-Alpes-Côte-d'Azur,Europe
Toulouse,France,Midi-Pyrénées,Europe
Limoges,France,Limousin,Europe
Lille,France,Nord-Pas-de-Calais,Europe
Strasbourg,France,Alsace,Europe
Kourou,France,Guinaa,Europe
La Rochelle,France,Poitou-Charentes,Europe
Bordeaux,France,Aquitaine,Europe
Marseille,France,Provence-Alpes-Côte-d'Azur,Europe
Le Havre,France,Haute-Normandie,Europe
St.-Denis,France,La Réunion,Europe
Lyon,France,Rhône-Alpes,Europe
Cayenne,France,Guinaa,Europe
Paris,France,Île-de-France,Europe
Papeete,French Polynesia,,Australia
Ebebiyin,Gabon,Wouleu-Ntem,Africa
Tchibanga,Gabon,Nyanga,Africa
Mekambo,Gabon,Ogooué-Ivindo,Africa
Makokou,Gabon,Ogooué-Ivindo,Africa
Mitzik,Gabon,Wouleu-Ntem,Africa
Bitam,Gabon,Wouleu-Ntem,Africa
Lambarene,Gabon,Moyen-Ogooué,Africa
Bifoum,Gabon,Moyen-Ogooué,Africa
Ndende,Gabon,Ngounié,Africa
Mouila,Gabon,Ngounié,Africa
Omboue,Gabon,Ogooué-Maritime,Africa
Moanda,Gabon,Haut-Ogooué,Africa
Okandja,Gabon,Haut-Ogooué,Africa
Koulamoutou,Gabon,Ogooué-Lolo,Africa
Oyem,Gabon,Wouleu-Ntem,Africa
Mayumba,Gabon,Nyanga,Africa
Gamba,Gabon,Ogooué-Maritime,Africa
Franceville,Gabon,Haut-Ogooué,Africa
Libreville,Gabon,Estuaire,Africa
Port-Gentil,Gabon,Ogooué-Maritime,Africa
Kutaisi,Georgia,Imereti,Asia
Tskhinvali,Georgia,Shida Kartli,Asia
Poti,Georgia,Samegrelo-Zemo Svaneti,Asia
Rustavi,Georgia,Kvemo Kartli,Asia
Batumi,Georgia,Ajaria,Asia
Sukhumi,Georgia,Abkhazia,Asia
Tbilisi,Georgia,Tbilisi,Asia
Mainz,Germany,Rheinland-Pfalz,Europe
Schwerin,Germany,Mecklenburg-Vorpommern,Europe
Bielefeld,Germany,Nordrhein-Westfalen,Europe
Dortmund,Germany,Nordrhein-Westfalen,Europe
Duisburg,Germany,Nordrhein-Westfalen,Europe
Wuppertal,Germany,Nordrhein-Westfalen,Europe
Essen,Germany,Nordrhein-Westfalen,Europe
Karlsruhe,Germany,Baden-Württemberg,Europe
Heidelberg,Germany,Baden-Württemberg,Europe
Kassel,Germany,Hessen,Europe
Oldenburg,Germany,Niedersachsen,Europe
Emden,Germany,Niedersachsen,Europe
Braunschweig,Germany,Niedersachsen,Europe
Erfurt,Germany,Thüringen,Europe
Coburg,Germany,Bayern,Europe
Augsburg,Germany,Bayern,Europe
Furth,Germany,Bayern,Europe
Chemnitz,Germany,Sachsen,Europe
Bonn,Germany,Nordrhein-Westfalen,Europe
Münster,Germany,Nordrhein-Westfalen,Europe
Düsseldorf,Germany,Nordrhein-Westfalen,Europe
Ulm,Germany,Baden-Württemberg,Europe
Mannheim,Germany,Baden-Württemberg,Europe
Freiburg,Germany,Baden-Württemberg,Europe
Giessen,Germany,Hessen,Europe
Wiesbaden,Germany,Hessen,Europe
Bremerhaven,Germany,Bremen,Europe
Osnabrück,Germany,Niedersachsen,Europe
Hannover,Germany,Niedersachsen,Europe
Gottingen,Germany,Niedersachsen,Europe
Gera,Germany,Thüringen,Europe
Jena,Germany,Thüringen,Europe
Flensburg,Germany,Schleswig-Holstein,Europe
Lubeck,Germany,Schleswig-Holstein,Europe
Kiel,Germany,Schleswig-Holstein,Europe
Koblenz,Germany,Rheinland-Pfalz,Europe
Saarbrucken,Germany,Saarland,Europe
Regensburg,Germany,Bayern,Europe
Rosenheim,Germany,Bayern,Europe
Hof,Germany,Bayern,Europe
Wurzburg,Germany,Bayern,Europe
Ingolstadt,Germany,Bayern,Europe
Cottbus,Germany,Brandenburg,Europe
Potsdam,Germany,Brandenburg,Europe
Magdeburg,Germany,Sachsen-Anhalt,Europe
Leipzig,Germany,Sachsen,Europe
Stralsund,Germany,Mecklenburg-Vorpommern,Europe
Rostock,Germany,Mecklenburg-Vorpommern,Europe
Stuttgart,Germany,Baden-Württemberg,Europe
Bremen,Germany,Bremen,Europe
Nürnberg,Germany,Bayern,Europe
Cologne,Germany,Nordrhein-Westfalen,Europe
Dresden,Germany,Sachsen,Europe
Frankfurt,Germany,Hessen,Europe
Hamburg,Germany,Hamburg,Europe
Munich,Germany,Bayern,Europe
Berlin,Germany,Berlin,Europe
Sunyani,Ghana,Brong Ahafo,Africa
Tamale,Ghana,Northern,Africa
Yendi,Ghana,Northern,Africa
Bolgatanga,Ghana,Upper East,Africa
Bawku,Ghana,Upper East,Africa
Wa,Ghana,Upper West,Africa
Obuasi,Ghana,Ashanti,Africa
Berekum,Ghana,Brong Ahafo,Africa
Winneba,Ghana,Central,Africa
Cape Coast,Ghana,Central,Africa
Nkawkaw,Ghana,Eastern,Africa
Koforidua,Ghana,Eastern,Africa
Tema,Ghana,Greater Accra,Africa
Ho,Ghana,Volta,Africa
Kumasi,Ghana,Ashanti,Africa
Sekondi,Ghana,Western,Africa
Accra,Ghana,Greater Accra,Africa
Gibraltar,Gibraltar,Gibraltar,Europe
Lamia,Greece,Stereá Elláda,Europe
Polygyros,Greece,Kentriki Makedonia,Europe
Komatini,Greece,Anatoliki Makedonia kai Thraki,Europe
Piraiévs,Greece,Attiki,Europe
Volos,Greece,Thessalia,Europe
Hania,Greece,Kriti,Europe
Kavala,Greece,Anatoliki Makedonia kai Thraki,Europe
Alexandroupoli,Greece,Anatoliki Makedonia kai Thraki,Europe
Kerkira,Greece,Ionioi Nisoi,Europe
Tripoli,Greece,Peloponnisos,Europe
Sparti,Greece,Peloponnisos,Europe
Agrinio,Greece,Dytiki Ellada,Europe
Pirgos,Greece,Dytiki Ellada,Europe
Larissa,Greece,Thessalia,Europe
Ioanina,Greece,Ipeiros,Europe
Mitilini,Greece,Voreio Aigaio,Europe
Hios,Greece,Voreio Aigaio,Europe
Chalkida,Greece,Stereá Elláda,Europe
Sitia,Greece,Kriti,Europe
Katerini,Greece,Kentriki Makedonia,Europe
Seres,Greece,Kentriki Makedonia,Europe
Xanthi,Greece,Anatoliki Makedonia kai Thraki,Europe
Ermoupoli,Greece,Notio Aigaio,Europe
Kos,Greece,Notio Aigaio,Europe
Rodos,Greece,Notio Aigaio,Europe
Patra,Greece,Dytiki Ellada,Europe
Kalamata,Greece,Peloponnisos,Europe
Iraklio,Greece,Kriti,Europe
Thessaloniki,Greece,Kentriki Makedonia,Europe
Athens,Greece,Attiki,Europe
Qasigiannguit,Greenland,Qaasuitsup Kommunia,Europe
Kullorsuaq,Greenland,,Europe
Tasiusaq,Greenland,,Europe
Kulusuk,Greenland,Kommuneqarfik Sermersooq,Europe
Paamiut,Greenland,Kommuneqarfik Sermersooq,Europe
Ittoqqortoormiit,Greenland,Kommuneqarfik Sermersooq,Europe
Timmiarmiut,Greenland,Kommune Kujalleq,Europe
Qaqortoq,Greenland,Kommune Kujalleq,Europe
Kangerlussuaq,Greenland,Qeqqata Kommunia,Europe
Nord,Greenland,Nationalparken,Europe
Qeqertasuaq,Greenland,Qaasuitsup Kommunia,Europe
Nuussuaq,Greenland,Qaasuitsup Kommunia,Europe
Ilulissat,Greenland,Qaasuitsup Kommunia,Europe
Tasiilaq,Greenland,,Europe
Savissivik,Greenland,,Europe
Kangersuatsiaq,Greenland,,Europe
Uummannaq,Greenland,,Europe
Narsarsuaq,Greenland,Kommune Kujalleq,Europe
Sisimiut,Greenland,Qeqqata Kommunia,Europe
Upernavik,Greenland,Qaasuitsup Kommunia,Europe
Qaanaaq,Greenland,Qaasuitsup Kommunia,Europe
Nuuk,Greenland,Kommuneqarfik Sermersooq,Europe
Saint George's,Grenada,,
Agana,Guam,,
Salama,Guatemala,Baja Verapaz,South America
